Line,level,category,Note,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
459,3,        Purchased-services inputs,,1,1,1.1,1.1,1.3,1.4,1.8,2,2.4,2.7,3.1,3.5,4.1,4.2,4.4,3.9,4.5,4.2,5.4,6.9,8,8.8,9.2,10.5,10.1,12.8,12.3,15.3,17.4,18.8,22.2,27.8,32.4,38.5,42.6
460,3,    Broadcasting and telecommunications,,19.5,21,23,25,27.3,29.5,32.7,35.3,38.3,42.9,48.5,53.4,60.7,68.1,74.6,84.1,92.5,101.5,118.4,137.8,153.2,166.4,182,196.3,203.4,213.8,222.4,235.5,244.5,259.4,278.1,298.2,326.7,361,404.1
461,3,      Value added,,14.2,15.2,16.5,18.1,19.5,20.9,23.3,25.7,28.2,31.9,35,38.3,42.8,48.2,53.2,60.4,66.5,75.3,87.7,96.4,109.3,113.4,124.6,130.2,135.4,141.5,150.5,162.3,169.6,181.6,195.7,207.1,216.4,229.2,226.3
462,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,47.6,49.5,50.1,53.1,54.5,57,59.9,64.1,68.2,72.6,77.7
463,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,15.9,16.5,17.6,18.6,19.8,20.9,22.2,23.5,25.3,27.2
464,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,73.3,76.2,83.8,91.6,96.4,104.8,114.9,120.8,124.6,131.3,121.4
465,3,      Intermediate inputs,,5.3,5.8,6.5,6.9,7.8,8.6,9.4,9.6,10.1,11,13.5,15.1,17.9,19.9,21.4,23.7,26,26.2,30.8,41.4,43.8,53,57.4,66.1,68.1,72.3,71.9,73.2,74.9,77.8,82.4,91,110.3,131.8,177.8
466,3,        Energy inputs,,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,1.1,1.5
467,3,        Materials inputs,,1.6,1.7,1.9,2,2,2.3,2.5,2.4,2.5,2.7,3.3,3.8,4.1,4.8,5.5,5.8,6.3,6.8,7.4,9.5,9,11.1,11.1,12.3,12.1,13.4,12.6,12.4,12.7,13.3,12.8,13.4,15.8,17.5,22.5
468,3,        Purchased-services inputs,,3.4,3.8,4.4,4.7,5.5,6,6.7,6.9,7.3,7.9,9.9,10.8,13.3,14.5,15.3,17.3,19.1,18.8,22.7,31.1,34.2,41.1,45.5,53.2,55.3,58.3,58.6,60.1,61.5,63.7,68.8,76.8,93.6,113.2,153.8
469,3,"    Data processing, internet publishing, and other information services",,1.2,1.3,1.4,1.6,1.8,2.1,2.5,2.9,3.3,3.9,4.5,5,5.6,6.5,7.9,9.4,11.3,13,15.1,17.1,18.9,19.9,20.6,21.5,19.9,22.2,25.1,27.8,29.4,31.6,34,37.9,41.9,44.6,46.2
470,3,      Value added,,1,1.1,1.2,1.3,1.4,1.6,1.8,1.9,2.1,2.4,2.7,3,3.3,3.7,4.2,5,5.8,6.7,7.8,8.7,10.1,11.1,12.5,13.5,14.2,15.4,16.9,18.5,19.1,21,22.4,24.5,26.6,29,30.3
471,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,9.5,10.5,11.5,11.9,13,13.9,15.4,17.3,19,20.4
472,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7
473,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.6,6.1,6.7,6.8,7.6,8,8.6,8.7,9.4,9.2
474,3,      Intermediate inputs,,0.2,0.2,0.3,0.3,0.3,0.5,0.8,0.9,1.2,1.5,1.8,2.1,2.3,2.8,3.6,4.5,5.6,6.3,7.3,8.4,8.8,8.8,8.1,8.1,5.8,6.8,8.2,9.3,10.3,10.6,11.6,13.3,15.2,15.5,15.9
475,3,        Energy inputs,,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.4,0.5,0.6,0.5,0.5,0.5,0.3,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4
476,3,        Materials inputs,,0,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.9,1.1,1.4,1.6,1.9,2.1,2.1,2.2,2,2,1.6,1.7,1.8,1.8,1.7,1.6,2.1,2.8,3.6,3.9,4
477,3,        Purchased-services inputs,,0.2,0.2,0.2,0.3,0.3,0.5,0.7,0.8,1,1.3,1.5,1.6,1.8,2.1,2.5,3.1,3.8,4.2,5,5.8,6.2,6,5.6,5.8,4,5,6.3,7.3,8.3,8.8,9.3,10.3,11.3,11.3,11.5
478,2,"  Finance, insurance, real estate, rental, and leasing",,120,130.8,141.6,152.7,164.2,179.9,197.9,215.1,235.9,260.3,282.9,309.1,347,377.7,426,490.8,543.4,600.7,664.3,742.4,863.6,951,1074.3,1162.5,1256.6,1366.6,1463.9,1561.4,1628.4,1718.2,1842.7,1954.6,2076.7,2249.2,2411.9
479,2,    Value added,,89.5,95.9,102.9,110.7,119.1,129.9,142.6,153.4,170.4,186.1,205,225.5,250.3,275.3,307.2,352.6,395.7,449.4,505.4,548.1,614.3,679.9,738.6,799.7,842.1,907,972.8,1037.9,1097.3,1181.2,1248.5,1314.2,1406.5,1493.2,1612.4
480,2,      Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,196,211.8,219.6,232.8,241.5,268,283.6,292.8,308.9,335.1,376.3
481,2,      Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,94,102.2,108.8,116.6,121.5,122.1,130,132.8,139.2,144.5
482,2,      Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,558.6,601.3,650.9,696.3,739.2,791.8,842.8,891.4,964.8,1018.9,1091.5
483,2,    Intermediate inputs,,30.4,34.9,38.8,42,45.1,50.1,55.3,61.8,65.5,74.2,77.9,83.7,96.7,102.4,118.8,138.1,147.7,151.3,158.9,194.3,249.2,271,335.7,362.8,414.5,459.6,491.1,523.5,531.1,537,594.2,640.4,670.2,756.1,799.5
484,2,      Energy inputs,,1,1.1,1.1,1.1,1.1,1.2,1.5,1.9,2.2,2.5,2.5,3.2,3.8,4,4.7,4.8,5.3,5.5,5.4,5.3,5.7,5.2,5.7,4.8,5.3,7,8.9,11.7,13.2,15,19.9,25.1,28.8,36,40.5
485,2,      Materials inputs,,3.9,4,4.2,4.2,4.4,4.6,4.9,5.3,5.5,6.4,7,8.5,9.7,11.3,14.7,16.8,18.6,21.1,21.4,25,26.2,25.5,30.5,34.6,39.8,46.8,47.3,49.9,49.1,48.6,45,42.4,37.9,34.6,29.2
486,2,      Purchased-services inputs,,25.5,29.8,33.4,36.7,39.6,44.3,49,54.6,57.8,65.3,68.4,72,83.2,87.1,99.4,116.5,123.8,124.8,132,164,217.4,240.3,299.5,323.5,369.4,405.8,434.9,461.9,468.7,473.4,529.3,572.9,603.5,685.5,729.9
487,3,    Finance and insurance,,40.8,46,50.3,54.9,58.4,66,74.1,81.1,87.6,97.5,104.5,114.9,134.3,143.2,163.1,192.6,206.7,223,239.2,280.7,356.5,391.1,454.2,486.5,527.6,552.1,588.7,609.4,646.1,678.6,744,775.8,838.6,918.9,1005.9
488,3,      Value added,,22.3,24.4,26.7,29.4,32.8,36.8,41.5,44.6,49.2,53.8,57.4,65,74.3,81.2,95.7,113.7,125.1,137.9,155.1,168.9,194.6,213.9,229.8,257.9,276.8,295.7,317.3,340.7,375.7,411.3,433.4,447.6,485,524.1,577.2
489,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,159,170.9,176.6,187.9,196.8,221.8,235.2,241.6,255.1,278,314.9
490,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,15.4,16.3,17.6,18.7,19.3,20.8,22.5,24.1,25.4,27
491,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,103.9,109.4,124.4,135.2,160.1,170.1,177.5,183.6,205.7,220.6,235.3
492,3,      Intermediate inputs,,18.5,21.5,23.7,25.5,25.6,29.3,32.7,36.5,38.4,43.7,47,49.9,60,62,67.4,78.9,81.6,85.1,84.2,111.8,161.9,177.2,224.4,228.7,250.8,256.4,271.4,268.8,270.4,267.4,310.6,328.2,353.6,394.9,428.7
493,3,        Energy inputs,,0.7,0.7,0.7,0.6,0.5,0.6,0.7,0.8,0.9,1.1,1.1,1.3,1.8,1.7,1.7,1.8,1.9,2,1.7,2.1,2.7,2.5,2.8,2.3,2.5,2.6,2.7,2.7,2.6,2.6,3.5,4.2,5.2,6.5,7.7
494,3,        Materials inputs,,1.5,1.7,1.9,1.9,1.8,1.9,2.1,2.2,2.3,2.6,2.7,3,3.5,3.6,3.8,4.5,4.7,5.4,4.8,6.8,9,8.4,9.7,9.5,8.4,9,9,8.6,8.3,8.1,8.9,9,9.4,9.7,9.9
495,3,        Purchased-services inputs,,16.2,19.1,21.1,23,23.3,26.8,29.9,33.4,35.2,40,43.2,45.6,54.7,56.7,61.9,72.6,75.1,77.7,77.6,103,150.2,166.3,212,216.8,239.9,244.9,259.8,257.5,259.6,256.7,298.1,315,339,378.7,411.2
496,3,"    Federal Reserve banks, credit intermediation, and related activities",,17.6,20.2,21.7,23.9,26.4,28.4,35,40.3,42.6,46.4,50.5,58.1,70.3,68.9,73.3,88.9,95.4,99.9,103.5,122.3,163.9,168.6,191.4,215,225.8,237,240.7,248.6,262.3,275.5,293.3,306.6,326.6,359,393.8
497,3,      Value added,,10.9,11.9,12.9,14.3,16.1,18.1,21.9,24.7,25.5,27.2,30.4,36.4,40.6,44.6,50.6,60.2,68.4,73.5,81.4,85.3,99.4,106.2,115.5,136.6,146.2,146.1,154,165.5,183.5,195.5,202.4,204.6,208.6,218.1,233.1
498,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,69.1,72.4,75.9,76.9,84,87.3,88.2,90.1,95.7,109.8
499,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.7,4.2,4.7,4.9,5.3,5.5,6.2,6.3,6.9,7.9
500,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,73.2,77.4,85,101.7,106.2,109.6,110.2,112.2,115.4,115.4
501,3,      Intermediate inputs,,6.7,8.3,8.8,9.6,10.2,10.4,13.1,15.6,17.1,19.3,20,21.7,29.7,24.4,22.7,28.8,27,26.4,22.1,37,64.5,62.4,75.9,78.4,79.6,91,86.8,83,78.8,80,90.9,102.1,118,140.9,160.7
502,3,        Energy inputs,,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.8,0.8,1,1.4,1.2,1.1,1.2,1.2,1.1,0.8,1.1,1.7,1.5,1.7,1.3,1.4,1.5,1.5,1.5,1.4,1.4,1.8,2.3,2.9,3.8,4.5
503,3,        Materials inputs,,0.7,0.9,0.9,0.9,0.8,0.8,1.1,1.2,1.4,1.6,1.8,2,2.6,2.5,2.6,3.2,3,3.3,2.7,4.3,6.1,5.4,5.8,5.6,4.4,5.1,4.8,4.6,4.2,4.3,4.1,4.1,4.2,4.2,4.1
504,3,        Purchased-services inputs,,5.6,7.1,7.5,8.4,9,9.2,11.5,13.7,15.1,16.8,17.5,18.7,25.7,20.7,19,24.4,22.8,22,18.6,31.5,56.7,55.6,68.4,71.5,73.8,84.3,80.4,76.9,73.2,74.4,84.9,95.7,110.9,133,152
505,3,"    Securities, commodity contracts, and investments",,3.1,3.4,3.8,4.5,5.2,6.5,6,4.8,6.6,7.9,6.1,5.2,7.2,8.2,10.3,12.2,15.3,18.8,22.1,29.2,42.9,39.8,48.5,62.6,71,64.1,74.1,69.6,83,89.1,110.5,107.7,136.3,173.3,206
506,3,      Value added,,1.4,1.6,2,2.5,3.3,4.2,3.5,2.5,3.8,4.3,3.6,3.1,4.7,4.7,6.9,8.6,9.5,9.2,10.1,11.5,20.5,20.9,26.1,29.9,41.4,43.4,45.7,43.2,46.8,53.6,64.8,61,75.5,97.6,121.3
507,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,35.2,32.9,34.4,37.2,49.8,55.7,55.8,62.8,73.8,91.7
508,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.8,0.9,1,1.1,1.2,1.6,2,2.4,2.9,3.3
509,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.5,12,7.8,8.6,2.6,7.5,3.1,10.4,21,26.3
510,3,      Intermediate inputs,,1.7,1.8,1.8,2.1,2,2.4,2.5,2.3,2.9,3.6,2.5,2.1,2.5,3.5,3.4,3.6,5.7,9.7,12,17.7,22.4,18.9,22.5,32.6,29.7,20.6,28.4,26.4,36.2,35.5,45.7,46.7,60.7,75.7,84.7
511,3,        Energy inputs,,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.2,0.1,0.2,0.3,0.4,0.4,0.6,0.7,1,1.3,1.5
512,3,        Materials inputs,,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.8,0.9,1.2,1.4,1.2,1.2,1.6,1.2,0.8,1,0.9,1.1,1,1.4,1.5,2,2.4,2.8
513,3,        Purchased-services inputs,,1.5,1.6,1.6,1.8,1.7,2.1,2.2,2.1,2.6,3.2,2.2,1.9,2.2,3.1,3,3.2,5.1,8.6,10.7,16,20.5,17.4,20.8,30.6,28.3,19.7,27.1,25.2,34.7,34.1,43.7,44.5,57.7,72,80.4
514,3,    Insurance carriers and related activities,,18.3,20.4,22.7,24,24.2,28.2,29.8,32.3,34.2,38.7,42.7,45.7,50.1,58.3,70.4,81.9,85.8,91.9,99.7,113.6,132.3,162.3,190.6,182.9,195.4,218.9,239.3,257.2,268.8,281.3,301.8,323.2,332,337.1,350
515,3,      Value added,,9.7,10.7,11.6,12.3,13.1,14.3,15.7,17.1,19.6,21.9,23,25,28.4,31.4,37.5,43.9,46.1,53.6,60.1,68.7,70.6,82.2,81.7,84.1,81.8,99.4,110.9,124.4,137.5,153.2,155.8,172.3,189.7,197.5,215.6
516,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,66.2,71,77.3,82.4,87.5,91.5,96.9,101.5,107.7,112.5
517,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,10.1,10.5,11.1,11.8,11.7,12.4,13,14,14.1,14.2
518,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,23,29.5,36,43.3,54,51.9,62.3,74.2,75.6,88.9
519,3,      Intermediate inputs,,8.6,9.7,11.1,11.7,11.1,13.9,14.1,15.2,14.6,16.8,19.7,20.7,21.7,26.9,32.9,38,39.7,38.3,39.6,44.9,61.7,80.1,108.9,98.7,113.6,119.5,128.4,132.9,131.3,128.1,146,151,142.3,139.6,134.4
520,3,        Energy inputs,,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
521,3,        Materials inputs,,0.7,0.7,0.8,0.8,0.7,0.8,0.7,0.7,0.6,0.6,0.7,0.7,0.5,0.6,0.7,0.8,1,1.1,1.1,1.1,1.5,1.7,2.5,2.2,2.6,2.8,2.9,2.9,2.9,2.7,3.3,3.2,2.9,2.8,2.5
522,3,        Purchased-services inputs,,7.6,8.8,10.1,10.8,10.4,13,13.3,14.4,14,16,18.9,19.9,21,26.1,32,36.9,38.4,37,38.4,43.6,60.1,78.2,106.3,96.4,110.9,116.6,125.3,129.8,128.3,125.2,142.5,147.6,139.2,136.7,131.7
523,3,"    Funds, trusts, and other financial vehicles",,1.8,2,2.2,2.3,2.6,2.9,3.3,3.7,4.1,4.5,5.2,5.9,6.7,7.7,9,9.5,10.3,12.3,13.9,15.6,17.5,20.4,23.7,26.1,35.4,32.1,34.6,34,32,32.8,38.4,38.3,43.8,49.5,56.1
524,3,      Value added,,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.3,0.5,0.6,0.5,0.6,0.9,1.1,1.6,3.5,3.4,4.2,4.6,6.5,7.2,7.4,6.8,6.7,7.6,7.8,9,10.4,9.8,11.2,10.9,7.2
525,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.8
526,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.8,0.8,0.8,0.9,1.1,1.3,1.3,1.4,1.4,1.5
527,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,5.7,5.5,6.3,6.5,7.4,8.6,8,9,8.7,4.8
528,3,      Intermediate inputs,,1.6,1.7,1.9,2.1,2.3,2.6,3,3.4,3.8,4.1,4.8,5.4,6.1,7.2,8.4,8.6,9.2,10.7,10.4,12.2,13.3,15.8,17.1,18.9,28,25.3,27.9,26.5,24.2,23.8,28,28.4,32.6,38.6,49
529,3,        Energy inputs,,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.8,0.7,0.8,0.8,0.7,0.7,0.9,0.9,1.1,1.3,1.5
530,3,        Materials inputs,,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.4
531,3,        Purchased-services inputs,,1.5,1.7,1.9,2,2.2,2.5,2.9,3.2,3.6,4,4.6,5.1,5.8,6.8,8,8.2,8.8,10.2,9.9,11.8,12.9,15.2,16.4,18.2,27,24.4,26.9,25.5,23.4,23,27,27.3,31.2,37,47.1
532,3,    Real estate and rental and leasing,,79.1,84.8,91.3,97.8,105.8,113.9,123.8,134.1,148.3,162.8,178.5,194.2,212.7,234.5,262.9,298.2,336.7,377.7,425,461.7,507,559.9,620.2,675.9,728.9,814.5,875.2,952,982.4,1039.6,1098.7,1178.8,1238.1,1330.3,1406
533,3,      Value added,,67.3,71.5,76.2,81.3,86.3,93.1,101.2,108.8,121.2,132.4,147.6,160.4,176,194.1,211.6,239,270.6,311.5,350.3,379.2,419.8,466,508.8,541.8,565.3,611.4,655.5,697.3,721.7,770,815.1,866.6,921.5,969.1,1035.2
534,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,37,40.9,43,45,44.7,46.2,48.5,51.3,53.8,57.1,61.4
535,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,78.6,85.9,91.3,97.9,102.1,101.3,107.5,108.6,113.8,117.5
536,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,454.8,491.9,526.6,561.1,579,621.6,665.3,707.9,759.1,798.3,856.2
537,3,      Intermediate inputs,,11.9,13.3,15.1,16.5,19.4,20.8,22.6,25.3,27.1,30.5,30.9,33.8,36.7,40.5,51.3,59.2,66.2,66.2,74.7,82.4,87.3,93.9,111.3,134.1,163.7,203.1,219.7,254.7,260.7,269.6,283.7,312.2,316.6,361.2,370.8
538,3,        Energy inputs,,0.3,0.3,0.4,0.4,0.6,0.7,0.8,1,1.2,1.5,1.4,1.9,2.1,2.3,3,3,3.5,3.5,3.7,3.3,2.9,2.7,2.9,2.4,2.8,4.5,6.2,9,10.6,12.3,16.4,20.9,23.6,29.5,32.8
539,3,        Materials inputs,,2.3,2.3,2.4,2.3,2.6,2.7,2.8,3.1,3.3,3.8,4.3,5.5,6.2,7.7,10.9,12.4,14,15.7,16.7,18.2,17.2,17.1,20.9,25.1,31.4,37.8,38.3,41.3,40.8,40.5,36.1,33.4,28.5,24.9,19.3
540,3,        Purchased-services inputs,,9.3,10.7,12.3,13.7,16.3,17.5,19.1,21.1,22.6,25.2,25.3,26.4,28.5,30.4,37.4,43.9,48.7,47,54.4,61,67.1,74,87.5,106.6,129.4,160.9,175.1,204.4,209.2,216.7,231.2,257.9,264.4,306.8,318.7
541,4,      Real estate,,72,77.6,84,90.4,97.8,105.1,114.2,123.3,135.7,148.3,162.7,177.6,195,215.4,242.1,274.2,308,344.1,386.1,418.7,459.1,505.6,560.3,612,662.3,734.9,788.7,857.5,889.8,942,992.6,1062.6,1113.2,1190.7,1256.1
542,4,        Value added,,62.2,66,70.3,74.9,79.5,85.6,93,100,111.4,121.5,135.3,147.1,161.4,177.6,193.4,217.8,246.1,283,318.4,345.2,382.2,423.5,462.1,491.9,513.2,551.7,591,627.1,653.1,697.2,736.7,782.2,832,870.5,929.2
543,4,          Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,29.9,31.2,32,32.2,33.5,34.6,36.4,37.3,39.3,42.3
544,4,          Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,70.4,74.9,81.9,86.8,93.3,97.3,96,101.6,102.3,106.9,110.2
545,4,          Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,415.6,446.8,477.9,508.3,527.6,566.4,606.1,644.2,692.4,724.3,776.7
546,4,        Intermediate inputs,,9.8,11.6,13.7,15.5,18.3,19.5,21.2,23.3,24.3,26.8,27.4,30.5,33.7,37.9,48.7,56.3,61.9,61.1,67.7,73.5,76.9,82.1,98.2,120.1,149.1,183.2,197.7,230.4,236.8,244.9,255.9,280.4,281.2,320.3,326.9
547,4,          Energy inputs,,0.3,0.3,0.4,0.4,0.5,0.6,0.8,1,1.2,1.4,1.3,1.8,1.9,2.2,2.8,2.8,3.1,3.1,3.1,2.6,2.3,2,2.2,1.9,2.3,3.8,5.5,8.1,9.8,11.5,15.4,19.8,22.4,28.2,31.2
548,4,          Materials inputs,,1.2,1.4,1.6,1.8,2,2.1,2.2,2.3,2.2,2.3,3,4.3,5.2,7,10.3,11.7,13,14.5,15.1,16.3,15.2,15,18.5,22.6,28.8,34.4,34.8,38,37.7,37.4,33,30.1,25,21.3,15.8
549,4,          Purchased-services inputs,,8.4,9.9,11.7,13.3,15.7,16.8,18.3,20,21,23.1,23.1,24.4,26.5,28.7,35.6,41.9,45.7,43.5,49.4,54.6,59.4,65.1,77.5,95.6,118,145,157.4,184.3,189.3,195.9,207.6,230.4,233.7,270.9,279.8
550,5,        Housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,5,          Value added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,5,            Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,5,            Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,5,            Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,5,          Intermediate inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,5,            Energy inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,5,            Materials inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,5,            Purchased-services inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,5,        Other real estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,5,          Value added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,5,            Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,5,            Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,5,            Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,5,          Intermediate inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,5,            Energy inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,5,            Materials inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,5,            Purchased-services inputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,4,      Rental and leasing services and lessors of intangible assets,,7.1,7.3,7.3,7.3,8,8.7,9.6,10.8,12.6,14.5,15.8,16.6,17.7,19.1,20.8,24,28.8,33.6,38.9,43,47.9,54.3,59.9,64,66.6,79.6,86.5,94.5,92.5,97.6,106.1,116.3,124.9,139.6,149.9
569,4,        Value added,,5.1,5.5,5.9,6.4,6.9,7.4,8.2,8.8,9.8,10.8,12.2,13.3,14.6,16.5,18.1,21.1,24.5,28.5,31.9,34,37.6,42.5,46.7,49.9,52.1,59.6,64.5,70.2,68.6,72.8,78.4,84.4,89.5,98.7,106
570,4,          Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,11,11.8,13,12.5,12.7,13.9,14.9,16.5,17.8,19.1
571,4,          Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.7,4,4.4,4.7,4.9,5.3,5.9,6.3,6.9,7.3
572,4,          Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,39.1,45,48.7,52.8,51.4,55.2,59.2,63.7,66.7,74,79.5
573,4,        Intermediate inputs,,2,1.7,1.4,1,1.2,1.3,1.4,2,2.8,3.7,3.5,3.3,3,2.6,2.7,2.9,4.3,5.1,7.1,9,10.3,11.8,13.2,14.1,14.5,19.9,22,24.4,23.9,24.7,27.7,31.8,35.4,40.9,43.9
574,4,          Energy inputs,,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.6,0.7,0.7,0.7,0.6,0.5,0.7,0.8,0.9,0.9,0.8,1,1.1,1.2,1.3,1.5
575,4,          Materials inputs,,1.1,0.9,0.8,0.5,0.6,0.6,0.6,0.8,1.1,1.4,1.3,1.2,0.9,0.8,0.7,0.7,0.9,1.2,1.6,1.9,2,2.2,2.4,2.5,2.6,3.4,3.5,3.4,3.2,3.1,3.2,3.3,3.5,3.6,3.4
576,4,          Purchased-services inputs,,0.9,0.8,0.6,0.4,0.6,0.7,0.8,1.2,1.6,2.1,2.1,2,2,1.7,1.8,2,3,3.5,4.9,6.4,7.7,8.9,10.1,11,11.4,15.9,17.8,20.1,19.9,20.8,23.6,27.5,30.7,36,39
577,2,  Professional and business services,,45.3,49.4,54.1,60.9,64.7,70.3,77.6,84,89.9,99.3,112.2,123.2,134.1,150.4,170.5,197.4,226.4,257.1,297.2,322.3,362.8,418.7,471.7,518.7,568.1,644.8,718.7,784.1,803.6,854.8,915.9,984.7,1080,1191,1345.9
578,2,    Value added,,28.1,30.8,33.7,37.8,40.7,44.2,48.7,52.3,56.7,63,71.7,79.2,87,98.4,115.1,132.9,153.7,174.9,199.3,215.5,245.1,284,320.7,356.2,388.6,429.7,477,523.5,531.6,575.8,608,643.5,690,756.6,840.6
579,2,      Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,257.2,290.9,320.3,352.6,363.1,395.9,415.6,439.6,477.3,524.5,591.8
